equipment_id,equipment_type,age,maintenance_count,cost,risk_impact,labor_hours,failure_probability
EQUIP_0435,circuit_breaker,8,2,6783,2.67,14,0.508
EQUIP_0436,insulator,13,1,1422,1.44,2,0.478
EQUIP_0437,fuse_cutout,4,0,1337,1.17,3,0.355
EQUIP_0438,transformer,14,2,12175,3.24,15,0.948
EQUIP_0439,insulator,5,1,885,0.84,2,0.293
EQUIP_0440,insulator,6,1,1084,1.42,2,0.336
EQUIP_0441,capacitor_bank,3,0,2660,1.78,5,0.419
EQUIP_0442,electric_pole,9,1,1934,1.48,7,0.362
EQUIP_0443,fuse_cutout,8,4,1874,1.04,3,0.325
EQUIP_0444,circuit_breaker,6,2,7385,2.93,10,0.682
EQUIP_0445,transformer,11,3,10233,2.91,15,0.853
EQUIP_0446,switchgear,5,1,5385,2.05,12,0.456
EQUIP_0447,circuit_breaker,2,1,6523,2.33,12,0.491
EQUIP_0448,insulator,16,1,1279,1.64,1,0.473
EQUIP_0449,capacitor_bank,22,2,3671,1.94,4,0.727
EQUIP_0450,electric_pole,3,3,2373,0.96,7,0.256
EQUIP_0451,insulator,5,0,1132,0.8,1,0.332
EQUIP_0452,electric_pole,3,1,2306,0.9,5,0.288
EQUIP_0453,circuit_breaker,5,2,5401,2.69,14,0.687
EQUIP_0454,electric_pole,3,2,1949,0.96,5,0.301
EQUIP_0455,switchgear,9,2,6858,1.94,7,0.643
EQUIP_0456,fuse_cutout,11,2,1728,1.38,2,0.419
EQUIP_0457,capacitor_bank,1,1,2925,1.84,5,0.271
EQUIP_0458,circuit_breaker,19,4,9484,2.9,13,0.847
EQUIP_0459,switchgear,1,0,5544,1.98,11,0.454
EQUIP_0460,circuit_breaker,9,3,7196,2.37,13,0.581
EQUIP_0461,insulator,21,5,1275,1.86,1,0.622
EQUIP_0462,switchgear,14,3,5250,2.32,12,0.727
EQUIP_0463,circuit_breaker,3,2,6578,2.26,15,0.584
EQUIP_0464,switchgear,4,0,4536,2.11,7,0.479
EQUIP_0465,switchgear,11,1,5384,2.62,9,0.636
EQUIP_0466,switchgear,7,2,5979,2.02,9,0.554
EQUIP_0467,fuse_cutout,9,0,1892,1.38,2,0.41
EQUIP_0468,circuit_breaker,6,1,5778,2.68,12,0.638
EQUIP_0469,capacitor_bank,12,2,3049,1.88,4,0.583
EQUIP_0470,electric_pole,8,0,2457,1.14,7,0.401
EQUIP_0471,electric_pole,5,1,1787,1.02,6,0.371
EQUIP_0472,circuit_breaker,15,0,9244,3.21,13,0.839
EQUIP_0473,fuse_cutout,5,3,1500,0.98,3,0.277
EQUIP_0474,electric_pole,18,4,3194,1.66,7,0.549
EQUIP_0475,capacitor_bank,20,2,4291,2.07,6,0.72
EQUIP_0476,capacitor_bank,22,3,4252,1.9,3,0.731
EQUIP_0477,switchgear,15,3,6390,2.58,8,0.771
EQUIP_0478,transformer,12,3,8685,3.13,13,0.959
EQUIP_0479,capacitor_bank,5,1,3858,1.66,4,0.45
EQUIP_0480,electric_pole,25,7,2640,2.13,4,0.747
EQUIP_0481,electric_pole,15,2,2990,1.8,4,0.409
EQUIP_0482,switchgear,18,6,7951,2.06,11,0.689
EQUIP_0483,switchgear,11,3,5362,2.13,10,0.628
EQUIP_0484,transformer,5,0,8307,2.8,13,0.703
EQUIP_0485,circuit_breaker,21,3,9449,3.27,9,0.836
EQUIP_0486,fuse_cutout,8,2,1424,0.94,3,0.35
EQUIP_0487,transformer,6,2,9500,3.44,19,0.763
EQUIP_0488,insulator,8,1,1015,0.81,1,0.408
EQUIP_0489,fuse_cutout,11,3,1552,1.56,2,0.408
EQUIP_0490,transformer,16,8,11075,3.49,19,0.989
EQUIP_0491,switchgear,16,2,6079,2.6,12,0.615
EQUIP_0492,fuse_cutout,17,2,2237,1.38,2,0.512
EQUIP_0493,capacitor_bank,13,3,3318,1.87,4,0.576
EQUIP_0494,insulator,12,1,1087,1.66,1,0.407
EQUIP_0495,transformer,16,1,10198,3.61,19,0.884
EQUIP_0496,electric_pole,21,2,3385,1.8,6,0.66
EQUIP_0497,switchgear,19,2,6183,2.45,9,0.882
EQUIP_0498,electric_pole,9,2,2460,1.57,6,0.451
EQUIP_0499,insulator,19,1,1357,1.58,2,0.625
EQUIP_0500,insulator,17,3,1372,1.7,1,0.534
EQUIP_0501,switchgear,13,1,6082,2.16,11,0.665
EQUIP_0502,fuse_cutout,18,6,1679,1.26,2,0.521
EQUIP_0503,circuit_breaker,20,3,9926,3.3,13,0.942
EQUIP_0504,capacitor_bank,12,1,3796,2.07,6,0.449
EQUIP_0505,capacitor_bank,6,5,3631,1.93,4,0.407
EQUIP_0506,capacitor_bank,14,3,3883,1.55,5,0.697
EQUIP_0507,switchgear,9,1,5373,1.88,11,0.553
EQUIP_0508,fuse_cutout,12,2,1840,0.91,2,0.469
EQUIP_0509,transformer,12,1,8296,3.58,17,0.829
EQUIP_0510,fuse_cutout,9,1,2122,0.84,3,0.432
EQUIP_0511,circuit_breaker,9,3,7687,2.82,15,0.642
EQUIP_0512,transformer,5,0,8596,2.99,16,0.695
EQUIP_0513,circuit_breaker,9,2,7385,2.65,13,0.592
EQUIP_0514,electric_pole,23,2,2427,2.08,4,0.723
EQUIP_0515,electric_pole,11,4,2653,1.3,5,0.5
EQUIP_0516,transformer,2,1,7047,2.85,20,0.69
EQUIP_0517,transformer,18,4,11338,3.1,17,1
EQUIP_0518,transformer,7,1,9268,3.43,12,0.741
EQUIP_0519,electric_pole,11,4,2397,1.56,5,0.545
EQUIP_0520,fuse_cutout,3,0,1843,1.39,3,0.259
EQUIP_0521,circuit_breaker,4,0,6701,2.62,9,0.586
EQUIP_0522,transformer,18,4,9271,3.33,18,0.923
EQUIP_0523,insulator,16,1,1518,1.6,1,0.662
EQUIP_0524,capacitor_bank,17,6,3787,2.17,4,0.536
EQUIP_0525,capacitor_bank,13,1,3367,1.7,4,0.488
EQUIP_0526,circuit_breaker,11,1,8117,2.44,14,0.712
EQUIP_0527,insulator,12,3,997,1.23,1,0.502
EQUIP_0528,insulator,12,2,1484,1.23,1,0.451
EQUIP_0529,capacitor_bank,22,4,4489,2.13,3,0.742
EQUIP_0530,circuit_breaker,11,1,7718,2.51,11,0.705
EQUIP_0531,capacitor_bank,4,0,3216,1.6,4,0.411
EQUIP_0532,transformer,12,1,8358,3.45,13,0.895
EQUIP_0533,electric_pole,9,0,1992,1.2,5,0.488
EQUIP_0534,fuse_cutout,7,0,1405,1.31,3,0.403
EQUIP_0535,circuit_breaker,10,5,8095,2.51,9,0.655
EQUIP_0536,circuit_breaker,16,2,6840,3.27,14,0.821
EQUIP_0537,transformer,12,3,11328,3.25,14,0.884
EQUIP_0538,capacitor_bank,27,4,4679,2.02,4,0.88
EQUIP_0539,circuit_breaker,7,1,6371,2.5,11,0.637
EQUIP_0540,circuit_breaker,4,1,7599,2.37,10,0.612
EQUIP_0541,switchgear,16,1,6124,2.34,8,0.6
EQUIP_0542,switchgear,9,1,6610,2.13,12,0.59
EQUIP_0543,capacitor_bank,11,2,3235,1.83,5,0.509
EQUIP_0544,insulator,2,1,1044,0.78,1,0.209
EQUIP_0545,electric_pole,19,3,3050,1.38,5,0.619
EQUIP_0546,switchgear,13,3,5985,2.33,8,0.649
EQUIP_0547,fuse_cutout,11,2,1766,1.31,2,0.36
EQUIP_0548,fuse_cutout,5,1,1552,0.99,2,0.275
EQUIP_0549,insulator,21,6,1242,1.79,2,0.581
EQUIP_0550,transformer,4,1,6965,2.83,17,0.718
EQUIP_0551,circuit_breaker,4,0,7735,2.51,9,0.645
EQUIP_0552,transformer,22,6,12192,3.27,20,1
EQUIP_0553,transformer,6,1,8145,3.12,19,0.665
EQUIP_0554,circuit_breaker,14,3,7990,2.48,11,0.763
EQUIP_0555,transformer,6,3,8091,3.08,15,0.691
EQUIP_0556,circuit_breaker,11,0,8559,2.93,9,0.776
EQUIP_0557,capacitor_bank,4,0,3885,2,4,0.424
EQUIP_0558,fuse_cutout,14,3,2233,1.59,2,0.513
EQUIP_0559,fuse_cutout,14,2,1903,1.09,3,0.478
EQUIP_0560,circuit_breaker,24,6,9855,2.91,15,1
EQUIP_0561,capacitor_bank,16,3,3973,1.75,5,0.596
EQUIP_0562,transformer,17,2,12262,3.39,13,0.935
EQUIP_0563,electric_pole,3,2,2033,1.13,7,0.356
EQUIP_0564,insulator,11,3,1249,1.26,2,0.443
EQUIP_0565,fuse_cutout,8,3,2028,1.03,2,0.284
EQUIP_0566,fuse_cutout,4,0,1469,1.11,2,0.339
EQUIP_0567,transformer,22,7,11803,3.21,18,1
EQUIP_0568,circuit_breaker,1,1,5958,2.78,14,0.524
EQUIP_0569,switchgear,4,0,5016,2.05,11,0.446
EQUIP_0570,capacitor_bank,7,0,3721,1.63,4,0.468
EQUIP_0571,insulator,5,1,1274,0.83,1,0.308
EQUIP_0572,fuse_cutout,7,6,1601,1.54,3,0.347
EQUIP_0573,transformer,4,1,9121,2.8,15,0.709
EQUIP_0574,electric_pole,6,1,2187,1.57,5,0.311
EQUIP_0575,electric_pole,12,2,2681,1.15,4,0.515
EQUIP_0576,switchgear,3,0,4411,2.47,11,0.566
EQUIP_0577,electric_pole,22,5,2846,1.92,7,0.666
EQUIP_0578,electric_pole,13,2,2676,1.44,4,0.527
EQUIP_0579,capacitor_bank,11,2,3546,1.61,4,0.499
EQUIP_0580,insulator,5,3,921,1.51,1,0.258
EQUIP_0581,fuse_cutout,9,1,1531,1.54,3,0.414
EQUIP_0582,capacitor_bank,19,2,4030,1.86,5,0.811
EQUIP_0583,switchgear,30,5,7901,2.64,7,1
EQUIP_0584,fuse_cutout,7,0,1981,0.94,2,0.331
EQUIP_0585,transformer,5,3,9974,2.88,19,0.798
EQUIP_0586,switchgear,13,3,5981,2.23,12,0.636
EQUIP_0587,fuse_cutout,10,1,1859,1.41,3,0.407
EQUIP_0588,insulator,6,1,1200,1.09,2,0.301
EQUIP_0589,switchgear,10,1,6008,2.54,12,0.609
EQUIP_0590,insulator,1,0,949,1.11,2,0.167
EQUIP_0591,electric_pole,17,5,2917,1.75,7,0.532
EQUIP_0592,transformer,17,5,10311,3.34,13,0.93
EQUIP_0593,circuit_breaker,4,1,7625,2.68,9,0.581
EQUIP_0594,transformer,31,9,14622,3.41,14,1
EQUIP_0595,electric_pole,15,4,2465,1.75,6,0.535
EQUIP_0596,insulator,20,4,1674,1.27,1,0.687
EQUIP_0597,transformer,3,0,9885,3.35,19,0.681
EQUIP_0598,transformer,16,3,11592,3.78,15,0.893
EQUIP_0599,insulator,13,1,1212,1.02,2,0.462
EQUIP_0600,capacitor_bank,8,1,2817,1.66,4,0.466
EQUIP_0601,circuit_breaker,5,0,6556,2.77,14,0.665
EQUIP_0602,transformer,9,1,9898,3.45,16,0.841
EQUIP_0603,transformer,9,2,8768,3.6,20,0.817
EQUIP_0604,transformer,10,1,10629,3.45,14,0.836
EQUIP_0605,capacitor_bank,8,2,3426,1.98,6,0.505
EQUIP_0606,insulator,8,0,1185,1.41,2,0.427
EQUIP_0607,fuse_cutout,11,1,1569,1.43,2,0.395
EQUIP_0608,electric_pole,12,2,1984,1.75,4,0.436
EQUIP_0609,capacitor_bank,6,0,3594,1.36,5,0.39
EQUIP_0610,insulator,14,1,1150,1.55,1,0.503
EQUIP_0611,insulator,10,7,1122,1.23,2,0.423
EQUIP_0612,switchgear,6,1,4549,2.45,7,0.491
EQUIP_0613,fuse_cutout,6,1,1832,0.75,3,0.43
EQUIP_0614,fuse_cutout,4,1,1502,1,3,0.282
EQUIP_0615,switchgear,2,0,4687,2.4,12,0.394
EQUIP_0616,switchgear,12,3,6043,2.21,9,0.65
EQUIP_0617,capacitor_bank,9,3,3454,1.38,4,0.419
EQUIP_0618,fuse_cutout,6,1,1777,0.95,3,0.264
EQUIP_0619,circuit_breaker,12,0,6541,2.41,12,0.721
EQUIP_0620,capacitor_bank,5,0,3431,1.85,5,0.451
EQUIP_0621,fuse_cutout,4,0,1331,1.07,3,0.359
EQUIP_0622,electric_pole,3,1,2180,1.54,5,0.31
EQUIP_0623,switchgear,8,2,5264,2.44,7,0.654
EQUIP_0624,switchgear,7,3,6109,2.26,11,0.474
EQUIP_0625,insulator,1,0,1199,0.83,2,0.266
EQUIP_0626,switchgear,5,0,6550,1.75,9,0.484
EQUIP_0627,insulator,15,3,1364,1.56,2,0.48
EQUIP_0628,insulator,6,5,1237,1.22,1,0.364
EQUIP_0629,switchgear,26,6,7413,2.88,11,0.923
EQUIP_0630,switchgear,23,7,7987,2.42,9,0.828
EQUIP_0631,electric_pole,9,2,2527,1.64,5,0.421
EQUIP_0632,fuse_cutout,21,4,1713,1.75,3,0.628
EQUIP_0633,switchgear,6,0,6395,2.03,12,0.508
EQUIP_0634,transformer,15,5,8789,3.54,19,0.96
EQUIP_0635,switchgear,15,3,7710,1.99,9,0.621
EQUIP_0636,transformer,6,1,8355,2.98,16,0.732
EQUIP_0637,circuit_breaker,24,5,10244,3.39,11,0.959
EQUIP_0638,capacitor_bank,4,0,3561,1.29,4,0.41
EQUIP_0639,transformer,13,4,11990,3.46,15,0.923
EQUIP_0640,switchgear,3,2,6328,1.7,9,0.445
EQUIP_0641,transformer,5,1,9438,2.78,15,0.665
EQUIP_0642,transformer,3,0,6906,3.12,18,0.643
EQUIP_0643,switchgear,6,0,6592,2.39,8,0.438
EQUIP_0644,circuit_breaker,8,2,5622,2.94,9,0.604
EQUIP_0645,switchgear,20,2,5619,2.22,7,0.845
EQUIP_0646,insulator,3,0,905,1.23,1,0.226
EQUIP_0647,insulator,5,2,1172,0.93,1,0.306
EQUIP_0648,fuse_cutout,17,4,2161,1.81,3,0.515
EQUIP_0649,fuse_cutout,15,3,2181,1.45,2,0.538
EQUIP_0650,insulator,13,2,1215,1.19,2,0.482
EQUIP_0651,fuse_cutout,2,0,1402,1.45,2,0.269
EQUIP_0652,transformer,10,2,10816,2.86,17,0.865
EQUIP_0653,fuse_cutout,2,1,1350,0.68,2,0.308
EQUIP_0654,insulator,25,1,1506,2,2,0.729
EQUIP_0655,switchgear,17,3,6931,2.64,12,0.773
EQUIP_0656,fuse_cutout,9,4,1537,0.87,2,0.353
EQUIP_0657,transformer,5,2,9806,3.09,20,0.756
EQUIP_0658,switchgear,25,1,6037,2.93,7,0.931
EQUIP_0659,circuit_breaker,12,1,7531,2.44,9,0.798
EQUIP_0660,transformer,15,2,10300,3.53,17,0.804
EQUIP_0661,circuit_breaker,22,5,10283,2.92,12,0.867
EQUIP_0662,switchgear,1,0,4726,2.3,12,0.472
EQUIP_0663,capacitor_bank,7,2,3354,1.38,3,0.359
EQUIP_0664,electric_pole,6,1,2605,1.29,7,0.406
EQUIP_0665,insulator,5,0,1259,1.49,1,0.283
EQUIP_0666,switchgear,22,3,7452,2.36,12,0.786
EQUIP_0667,circuit_breaker,5,1,6977,2.53,15,0.566
EQUIP_0668,insulator,18,3,1207,1.28,1,0.565
EQUIP_0669,insulator,6,1,945,1.09,1,0.326
EQUIP_0670,switchgear,8,0,6519,1.91,9,0.497
EQUIP_0671,transformer,6,3,8458,3.52,20,0.773
EQUIP_0672,switchgear,14,5,6206,2.08,9,0.659
EQUIP_0673,transformer,6,0,8565,3.08,16,0.65
EQUIP_0674,circuit_breaker,6,3,7147,2.57,12,0.595
EQUIP_0675,electric_pole,20,4,2983,1.64,7,0.631
EQUIP_0676,transformer,7,2,8730,3.09,13,0.773
EQUIP_0677,insulator,5,0,949,0.98,1,0.236
EQUIP_0678,fuse_cutout,5,1,1879,0.73,2,0.312
EQUIP_0679,switchgear,13,0,6292,2.53,11,0.63
EQUIP_0680,electric_pole,24,3,3044,2.12,5,0.831
EQUIP_0681,insulator,11,0,1270,1.1,2,0.353
EQUIP_0682,fuse_cutout,13,7,1798,1.26,3,0.45
EQUIP_0683,insulator,1,1,861,0.98,1,0.209
EQUIP_0684,circuit_breaker,26,5,10253,3.51,9,0.946
EQUIP_0685,electric_pole,7,1,2187,1.7,7,0.46
EQUIP_0686,switchgear,5,1,4980,1.73,10,0.494
EQUIP_0687,transformer,7,1,9585,3.4,17,0.759
EQUIP_0688,fuse_cutout,9,4,1438,1.03,3,0.319
EQUIP_0689,electric_pole,21,5,2472,1.92,5,0.55
EQUIP_0690,fuse_cutout,8,1,1588,0.99,3,0.353
EQUIP_0691,electric_pole,4,0,2254,1.06,5,0.299
EQUIP_0692,fuse_cutout,15,4,1659,1.29,2,0.5
EQUIP_0693,insulator,6,1,945,0.97,2,0.375
EQUIP_0694,electric_pole,5,1,1837,1.46,7,0.435
EQUIP_0695,transformer,23,2,10081,3.79,15,1
EQUIP_0696,capacitor_bank,9,0,3006,1.49,4,0.538
EQUIP_0697,switchgear,12,3,6515,2.14,12,0.603
EQUIP_0698,switchgear,8,0,6160,1.81,11,0.566
EQUIP_0699,insulator,12,0,1276,1.58,1,0.452
EQUIP_0700,circuit_breaker,13,1,8830,2.78,15,0.769
EQUIP_0701,insulator,14,3,1379,1.28,2,0.414
EQUIP_0702,switchgear,19,4,7776,2.82,12,0.771
EQUIP_0703,transformer,19,2,10035,3.74,20,0.966
EQUIP_0704,transformer,20,1,10588,3.53,19,1
EQUIP_0705,insulator,8,2,966,1.19,2,0.349
EQUIP_0706,switchgear,17,2,6947,2.7,9,0.746
EQUIP_0707,switchgear,4,1,4510,2.41,9,0.461
EQUIP_0708,electric_pole,1,0,2305,1.61,6,0.231
EQUIP_0709,transformer,18,6,10964,3.41,11,1
EQUIP_0710,insulator,16,4,1422,1.52,2,0.455
EQUIP_0711,electric_pole,19,6,2917,1.82,6,0.581
EQUIP_0712,insulator,6,1,1030,1.21,1,0.33
EQUIP_0713,fuse_cutout,24,6,2249,1.28,3,0.75
EQUIP_0714,capacitor_bank,20,4,4781,2.19,4,0.654
EQUIP_0715,capacitor_bank,16,5,3666,1.96,6,0.6
EQUIP_0716,capacitor_bank,11,2,4135,1.6,6,0.526
EQUIP_0717,switchgear,4,2,5880,1.86,9,0.378
EQUIP_0718,transformer,6,1,8525,2.78,12,0.79
EQUIP_0719,circuit_breaker,6,0,7893,2.55,12,0.588
EQUIP_0720,circuit_breaker,14,2,8307,3.09,10,0.77
EQUIP_0721,transformer,9,1,9053,3.17,19,0.811
EQUIP_0722,circuit_breaker,19,6,7281,3.34,12,0.964
EQUIP_0723,capacitor_bank,3,0,3235,1.57,3,0.296
EQUIP_0724,switchgear,13,1,7391,2.19,8,0.608
EQUIP_0725,switchgear,11,1,6967,1.9,7,0.577
EQUIP_0726,circuit_breaker,8,2,6433,3.09,14,0.639
EQUIP_0727,electric_pole,11,5,2416,1.82,4,0.559
EQUIP_0728,switchgear,9,0,6210,2.3,8,0.502
EQUIP_0729,switchgear,8,3,6349,2.18,7,0.556
EQUIP_0730,circuit_breaker,13,1,6092,3.1,12,0.708
EQUIP_0731,electric_pole,15,2,2738,1.37,5,0.504
EQUIP_0732,electric_pole,13,1,2787,1.75,6,0.463
EQUIP_0733,insulator,10,3,1099,1.28,1,0.392
EQUIP_0734,capacitor_bank,5,1,3689,2,4,0.451
EQUIP_0735,transformer,13,3,10060,3.6,16,0.83
EQUIP_0736,circuit_breaker,14,5,8557,3.21,10,0.827
EQUIP_0737,electric_pole,13,3,2356,1.77,6,0.483
EQUIP_0738,insulator,13,5,1200,1.13,2,0.419
EQUIP_0739,transformer,10,2,10388,3.26,16,0.828
EQUIP_0740,circuit_breaker,6,0,6733,2.68,14,0.68
EQUIP_0741,circuit_breaker,17,2,8668,2.85,14,0.874
EQUIP_0742,transformer,1,0,8421,3.2,12,0.672
EQUIP_0743,capacitor_bank,20,4,3884,1.61,3,0.687
EQUIP_0744,fuse_cutout,8,0,1717,0.86,3,0.314
EQUIP_0745,capacitor_bank,10,4,4095,1.7,5,0.477
EQUIP_0746,transformer,7,0,8960,3.08,18,0.774
EQUIP_0747,fuse_cutout,10,3,1695,0.91,3,0.373
EQUIP_0748,transformer,16,8,12326,3.65,20,1
EQUIP_0749,switchgear,11,1,6717,1.96,7,0.734
EQUIP_0750,electric_pole,15,4,2617,1.76,6,0.515
EQUIP_0751,electric_pole,14,0,2649,1.2,7,0.498
EQUIP_0752,transformer,6,1,8323,3.24,20,0.652
EQUIP_0753,switchgear,10,1,6550,2.62,7,0.564
EQUIP_0754,transformer,4,1,8107,2.98,15,0.711
EQUIP_0755,circuit_breaker,11,1,7917,2.65,10,0.653
EQUIP_0756,circuit_breaker,11,3,7673,3.09,11,0.735
EQUIP_0757,switchgear,16,3,5945,2.13,12,0.635
EQUIP_0758,switchgear,5,2,6025,2.04,8,0.439
EQUIP_0759,capacitor_bank,8,1,3936,1.32,4,0.462
EQUIP_0760,insulator,9,1,977,1.14,2,0.388
EQUIP_0761,switchgear,17,7,7820,2.51,11,0.71
EQUIP_0762,circuit_breaker,20,9,9751,3.33,15,0.901
EQUIP_0763,capacitor_bank,2,0,3425,1.19,4,0.388
EQUIP_0764,switchgear,10,1,6031,2.32,9,0.667
EQUIP_0765,fuse_cutout,7,2,1571,1.08,3,0.337
EQUIP_0766,insulator,16,2,1165,1.16,2,0.552
EQUIP_0767,switchgear,7,2,5056,2.29,9,0.537
EQUIP_0768,capacitor_bank,6,2,3677,1.36,6,0.393
EQUIP_0769,transformer,4,1,9810,3.04,18,0.798
EQUIP_0770,switchgear,10,3,7038,2.13,7,0.643
EQUIP_0771,switchgear,8,0,4802,2.31,12,0.623
EQUIP_0772,switchgear,10,2,5221,2.19,11,0.633
EQUIP_0773,fuse_cutout,2,0,1813,0.68,2,0.302
EQUIP_0774,transformer,18,5,12752,3.68,13,0.876
EQUIP_0775,electric_pole,2,0,2158,0.86,5,0.271
EQUIP_0776,switchgear,9,1,6250,2.4,12,0.603
EQUIP_0777,capacitor_bank,16,5,4744,1.6,3,0.605
EQUIP_0778,capacitor_bank,9,2,3714,1.33,3,0.463
EQUIP_0779,transformer,16,2,12034,3.42,20,0.95
EQUIP_0780,transformer,17,4,9697,3.42,15,0.936
EQUIP_0781,switchgear,7,2,6095,2.49,11,0.511
EQUIP_0782,insulator,4,1,1236,1.29,1,0.313
EQUIP_0783,capacitor_bank,17,1,3486,1.55,4,0.59
EQUIP_0784,circuit_breaker,23,2,8836,3.18,10,0.985
EQUIP_0785,electric_pole,14,7,2891,1.69,4,0.467
EQUIP_0786,circuit_breaker,7,1,5926,2.55,13,0.498
EQUIP_0787,insulator,11,2,1152,1.47,2,0.392
EQUIP_0788,circuit_breaker,5,3,6214,2.71,10,0.566
EQUIP_0789,fuse_cutout,9,2,1829,1.58,2,0.403
EQUIP_0790,transformer,7,0,9511,3.16,19,0.677
EQUIP_0791,transformer,7,2,7413,3.27,15,0.641
EQUIP_0792,capacitor_bank,23,3,5229,2.38,6,0.783
EQUIP_0793,transformer,20,1,10302,3.6,15,0.985
EQUIP_0794,fuse_cutout,4,1,1586,1.32,3,0.276
EQUIP_0795,transformer,19,8,9215,3.34,12,1
EQUIP_0796,fuse_cutout,12,2,1943,1.47,2,0.456
EQUIP_0797,switchgear,15,5,5898,2.4,10,0.571
EQUIP_0798,capacitor_bank,11,1,3312,1.4,5,0.478
EQUIP_0799,switchgear,2,2,6219,2.2,10,0.45
EQUIP_0800,capacitor_bank,15,2,4095,2.14,5,0.585
EQUIP_0801,fuse_cutout,7,2,1904,1.19,3,0.385
EQUIP_0802,fuse_cutout,29,4,2664,1.99,2,0.688
EQUIP_0803,capacitor_bank,3,0,2721,1.59,4,0.339
EQUIP_0804,capacitor_bank,21,6,4482,1.87,3,0.819
EQUIP_0805,electric_pole,13,2,2340,1.25,4,0.473
EQUIP_0806,insulator,12,3,1037,1.44,2,0.39
EQUIP_0807,insulator,19,4,1545,1.54,2,0.629
EQUIP_0808,switchgear,7,2,6270,1.85,12,0.451
EQUIP_0809,circuit_breaker,3,1,6583,2.58,14,0.572
EQUIP_0810,fuse_cutout,6,2,1586,1.4,3,0.33
EQUIP_0811,switchgear,7,1,5493,2.07,12,0.531
EQUIP_0812,fuse_cutout,6,2,1895,1.38,3,0.329
EQUIP_0813,electric_pole,20,5,3034,1.73,5,0.676
EQUIP_0814,fuse_cutout,6,2,1889,0.99,3,0.359
EQUIP_0815,circuit_breaker,8,0,7757,2.5,11,0.706
EQUIP_0816,capacitor_bank,8,2,2795,1.69,5,0.484
EQUIP_0817,transformer,5,0,9807,3.03,12,0.744
EQUIP_0818,switchgear,8,2,6738,2.2,9,0.538
EQUIP_0819,switchgear,15,1,7423,2.5,9,0.686
EQUIP_0820,insulator,6,0,1229,1.15,2,0.35
EQUIP_0821,transformer,9,3,8219,3.52,16,0.734
EQUIP_0822,insulator,7,0,1116,1.26,1,0.301
EQUIP_0823,transformer,9,1,10910,3.62,17,0.745
EQUIP_0824,circuit_breaker,14,5,7606,3.25,13,0.728
EQUIP_0825,fuse_cutout,16,1,2044,1.13,2,0.5
EQUIP_0826,fuse_cutout,9,0,1452,1.17,3,0.387
EQUIP_0827,capacitor_bank,7,1,3402,1.56,4,0.492
EQUIP_0828,switchgear,19,3,7718,2.56,11,0.792
EQUIP_0829,switchgear,17,1,5430,2.62,8,0.724
EQUIP_0830,transformer,21,5,11622,3.81,13,1
EQUIP_0831,electric_pole,20,3,3239,1.32,6,0.646
EQUIP_0832,electric_pole,4,0,1875,1.15,5,0.338
EQUIP_0833,fuse_cutout,7,3,1439,1.46,2,0.379
EQUIP_0834,fuse_cutout,18,2,1853,1.41,3,0.518
EQUIP_0835,electric_pole,12,3,2058,1.82,7,0.499
EQUIP_0836,switchgear,7,1,6110,1.82,10,0.653
EQUIP_0837,circuit_breaker,19,7,7777,2.89,12,0.871
EQUIP_0838,electric_pole,8,1,2518,1.04,5,0.353
EQUIP_0839,capacitor_bank,1,1,3588,1.7,5,0.305
EQUIP_0840,transformer,3,1,8080,3.42,15,0.669
EQUIP_0841,circuit_breaker,20,6,8109,2.97,10,0.884
EQUIP_0842,fuse_cutout,9,1,1752,1.59,2,0.396
EQUIP_0843,capacitor_bank,4,1,2758,1.38,5,0.371
EQUIP_0844,capacitor_bank,7,0,3495,1.5,6,0.55
EQUIP_0845,circuit_breaker,7,1,8070,2.54,9,0.628
EQUIP_0846,switchgear,10,4,6662,2.24,8,0.545
EQUIP_0847,insulator,27,2,1744,1.41,2,0.785
EQUIP_0848,circuit_breaker,7,0,7525,2.55,13,0.661
EQUIP_0849,insulator,23,7,1286,1.35,1,0.712
EQUIP_0850,insulator,13,3,1125,1.64,2,0.457
EQUIP_0851,insulator,4,0,1011,1.03,1,0.264
EQUIP_0852,circuit_breaker,9,1,6134,2.57,12,0.682
EQUIP_0853,electric_pole,15,5,2593,1.22,7,0.56
EQUIP_0854,capacitor_bank,9,2,4193,1.76,5,0.454
EQUIP_0855,transformer,15,4,11878,3.44,19,0.782
EQUIP_0856,insulator,19,5,1475,1.42,2,0.559
EQUIP_0857,circuit_breaker,1,0,5583,2.85,10,0.613
EQUIP_0858,capacitor_bank,13,3,3378,2.01,4,0.587
EQUIP_0859,switchgear,8,1,5364,2.21,10,0.577
EQUIP_0860,fuse_cutout,6,2,1464,1.1,3,0.269
EQUIP_0861,switchgear,5,0,5976,2.2,8,0.451
EQUIP_0862,electric_pole,1,0,1819,1.03,4,0.295
EQUIP_0863,insulator,1,0,954,1.17,1,0.277
EQUIP_0864,switchgear,5,0,6480,2.47,7,0.559
EQUIP_0865,circuit_breaker,16,2,8163,3.03,9,0.965
EQUIP_0866,fuse_cutout,7,0,1979,1.48,2,0.289
EQUIP_0867,capacitor_bank,17,1,3285,2.22,5,0.683
EQUIP_0868,insulator,13,7,1263,1.1,2,0.45
EQUIP_0869,capacitor_bank,7,3,3697,1.31,6,0.422
EQUIP_0870,electric_pole,6,1,1806,1.28,4,0.347
EQUIP_0871,capacitor_bank,4,1,3516,1.23,4,0.413
